"","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Date","Publisher","Conference.Name","fishy","RC6","RC0","RC7","RC1","RC4","RC2","RC3","RC10","NR","RC11","RC9","RC5"
"6278",2014,"Vaudo JJ, Wetherbee BM, Harvey G, Nemeth RS, Aming C, Burnie N, Howey<sub>J</sub>ordan LA, Shivji MS","Intraspecific variation in vertical habitat use by tiger sharks (Galeocerdo cuvier) in the western North Atlantic","Ecology and evolution","","","10.1002/ece3.1053","2014","","",0,0,0,0,0,0,0,1,0,0,0,0,0
"6279",2022,"Vasconcelos, Simao Dias; Barbier, Eder; Barbosa, Taciano Moura","Life post-death: Colonization of a bat carcass by Microcerella halli (Engel, 1931) (Diptera: Sarcophagidae) in a Neotropical cave","Papeis Avulsos de Zoologia","","00311049","10.11606/1807-0205/2022.62.065","2022","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6280",2017,"van den Beld, Inge M.J.; Guillaumont, Brigitte; Menot, Lenaick; Bayle, Christophe; Arnaud-Haond, Sophie; Bourillet, Jean-Francois","Marine litter in submarine canyons of the Bay of Biscay","Deep-Sea Research Part II: Topical Studies in Oceanography","","09670645","10.1016/j.dsr2.2016.04.013","2017","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6281",2022,"Vad, Johanne; Suja, Laura Duran; Summers, Stephen; Henry, Theodore B. B.; Roberts, J. Murray","Marine sponges in a snowstorm - extreme sensitivity of a sponge holobiont to marine oil snow and chemically dispersed oil pollution","FRONTIERS IN MICROBIOLOGY","","","10.3389/fmicb.2022.909853","2022","","",0,0,0,0,0,0,1,0,0,0,0,0,0
"6282",2012,"Van Wegen, Wim","Meet the hydro international team at oceanology international (G-P)","Hydro International","","13854569",NA,"2012","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6283",2015,"Van Parijs, Sofie M.; Baumgartner, Mark; Cholewiak, Danielle; Davis, Genevieve; Gedamke, Jason; Gerlach, Dana; Haver, Samara; Hatch, Joshua; Hatch, Leila; Hotchkin, Cara; Izzi, Annamaria; Klinck, Holger; Matzen, Eric; Risch, Denise; Silber, Gregory K.; Thompson, Michael","NEPAN: A U.S. Northeast passive acoustic sensing network for monitoring, reducing threats and the conservation of marine animals","Marine Technology Society Journal","","00253324","10.4031/MTSJ.49.2.16","2015","","",1,0,0,0,1,0,0,0,0,0,0,0,0
"6284",2006,"Vacelet, Jean","New carnivorous sponges (Porifera, Poecilosclerida) collected from manned submersibles in the deep Pacific","Zoological Journal of the Linnean Society","","10963642","10.1111/j.1096-3642.2006.00234.x","2006","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6285",2022,"van Elden, Sean; Meeuwig, Jessica J.; Hobbs, Richard J.","Offshore platforms as novel ecosystems: A case study from Australia's Northwest Shelf","Ecology and Evolution","","20457758","10.1002/ece3.8496","2022","","",1,0,0,0,0,0,0,0,0,0,0,0,0
"6286",1986,"Van Dongen, Frans A.","Operational aspects of swimming and seabed crawling rovs for search and salvage of lost Dangerous cargoes","Oceanology: Proceedings of an International Conference, SUT 1986","","",NA,"1986","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6287",2005,"Van Walle, Ivo; Lasters, Ignace; Wyns, Lode","SABmark - A benchmark for sequence alignment that covers the entire known fold space","Bioinformatics (Oxford, England)","","13674803","10.1093/bioinformatics/bth493","2005","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6288",2018,"Vale, Nicholas F.; Amado-Filho, Gilberto M.; Braga, Juan C.; Brasileiro, Poliana S.; Karez, Claudia S.; Moraes, Fernando C.; Bahia, Ricardo G.; Bastos, Alex C.; Moura, Rodrigo L.","Structure and composition of rhodoliths from the Amazon River mouth, Brazil","Journal of South American Earth Sciences","","08959811","10.1016/j.jsames.2018.03.014","2018","","",0,0,0,1,0,0,0,0,0,0,0,0,0
"6289",2001,"Van Slyke, RJ; Morgan, JM; Leach, TS; Etchemendy, SA","SWATH research vessel hull strength upgrade","MARINE TECHNOLOGY AND SNAME NEWS","","0025-3316",NA,"2001","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6290",2016,"Vasco-Rodrigues, Nuno; Fontes, Jorge; Bertoncini, Athila Andrade","Ten new records of marine fishes for Sao Tome, West Africa","Acta Ichthyologica et Piscatoria","","01371592","10.3750/AIP2016.46.2.09","2016","","",1,0,0,0,0,0,0,0,0,0,0,0,0
"6291",2010,"Vaular, Espen N.; Barth, Tanja; Haflidason, Haflidi","The geochemical characteristics of the hydrate-bound gases from the Nyegga pockmark field, Norwegian Sea","Organic Geochemistry","","01466380","10.1016/j.orggeochem.2010.02.005","2010","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6292",2016,"Vaz, Ana C.; Paris, Claire B.; Olascoaga, M. Josefina; Kourafalou, Villy H.; Kang, Heesook; Reed, John K.","The perfect storm: Match-mismatch of bio-physical events drives larval reef fish connectivity between Pulley Ridge mesophotic reef and the Florida Keys","Continental Shelf Research","","02784343","10.1016/j.csr.2016.06.012","2016","","",1,0,0,0,0,0,0,0,0,0,0,0,0
"6293",2016,"Vartholomaiou, Evangelia; Echeverria, Pablo C.; Picard, Didier","Unusual suspects in the twilight zone between the hsp90 interactome and carcinogenesis","Advances in Cancer Research","","0065230X","10.1016/bs.acr.2015.08.001","2016","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6294",1998,"v Boletzky, Sigurd","Cephalopod eggs and egg masses","OCEANOGRAPHY AND MARINE BIOLOGY ¡D¿","","0078-3218",NA,"1998","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6295",2001,"Vesetas, R.; Manzie, G.","AMI: A 3-D imaging sonar for mine identification in turbid waters","Oceans Conference Record (IEEE)","","01977385",NA,"2001","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6296",1997,"Vecchione, M.; Young, R.E.","Aspects of the functional morphology of cirrate octopods: Locomotion and feeding","Vie et Milieu/Life & Environment","","02408759",NA,"1997","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6297",2022,"Venkatesh, Vishnu; Kodoth, Krishnaraj; Jacob, Ashish Anthony; Upadhyay, Vineet; Ravichandran, Santhosh; Rajagopal, Prabhu; Balasubramaniam, Krishnan","Assessment of structural integrity of submerged concrete structures using quantitative non-destructive techniques deployed from remotely operated underwater vehicles (ROV)","Oceans Conference Record (IEEE)","","01977385","10.1109/OCEANSChennai45887.2022.9775418","2022","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6298",1991,"VECCHIONE, M; ROPER, CFE","Cephalopods observed from submersibles in the western north-atlantic","BULLETIN OF MARINE SCIENCE","","0007-4977",NA,"1991","","",0,0,0,0,0,0,0,1,0,0,0,0,0
"6299",2018,"Veglia, A. J.; Hammerman, N.; Rivera, C.; Lucas, M.; Galindo, Estronza A.; Corgosinho, P.; Schizas, N.","Characterizing population structure of coral associated crustaceans from mesophotic and shallow habitats in the Caribbean","Integrative and Comparative Biology","","1540-7063",NA,"2018","","",0,0,1,0,0,0,0,0,0,0,0,0,0
"6300",2019,"Veglia, Alex J.; Hammerman, Nicholas M.; Rivera Rosaly, Carlos R.; Lucas, Matthew Q.; Galindo Estronza, Alexandra; Corgosinho, Paulo H.; Schizas, Nikolaos V.","Characterizing population structure of coral-associated fauna from mesophotic and shallow habitats in the Caribbean","Journal of the Marine Biological Association of the United Kingdom","","00253154","10.1017/S0025315418000413","2019","","",0,0,0,0,0,0,1,0,0,0,0,0,0
"6301",2009,"Venn, AA; Weber, FK; Loram, JE; Jones, RJ","Deep zooxanthellate corals at the high latitude Bermuda Seamount","Coral Reefs","","","10.1007/s00338-008-0435-y","2009","","",0,0,0,0,1,0,0,0,1,0,0,0,0
"6302",2018,"Veglia, Alex J.; Hammerman, Nicholas M.; Rivera-Vicens, Ramon E.; Schizas, Nikolaos V.","<i>De novo</i> transcriptome assembly of the coral <i>Agaricia lamarcki</i> (Lamarck's sheet coral) from mesophotic depth in southwest Puerto Rico","Marine Genomics","","18747787","10.1016/j.margen.2018.08.003","2018","","",0,0,0,0,1,0,0,0,1,0,0,0,0
"6303",2021,"Vedachalam, Narayanaswamy; Ramadass, Gidugu Ananda","Design considerations for deep-ocean scientific robotic vehicles","Marine Technology Society Journal","","00253324","10.4031/MTSJ.55.5.20","2021","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6304",2020,"Velasco-Lozano, Manuel F.; Ramirez-Ortiz, Georgina; Reyes-Bonilla, Hector; Hollarsmith, Jordan A.","Fish assemblages at mesophotic depths in the pacific: A comparison between continental and oceanic islands of mexico; [Ensamblajes de peces en la zona mesofotica del pacifico: Una comparacion entre islas continentales y oceanicas de mexico]","Ciencias marinas","","01853880","10.7773/CM.V46I4.3112","2020","","",1,0,0,0,0,0,0,0,0,0,0,0,0
"6305",2019,"Velasco LHC, González JD","Fishes found in mesophotic environments of Bajo Frijol, the shallowest portion of the Corales de Profundidad Natural National Park, using CCR technical diving","Bol Invest Mar Cost","","","10.25268/bimc.invemar.2019.48.1.759","2019","","",1,0,0,0,0,0,0,0,0,0,0,0,0
"6306",2010,"Vetter, Eric W.; Smith, Craig R.; De Leo, Fabio C.","Hawaiian hotspots: Enhanced megafaunal abundance and diversity in submarine canyons on the oceanic islands of Hawaii","Marine Ecology","","14390485","10.1111/j.1439-0485.2009.00351.x","2010","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6307",2022,"Venkataramana, V.; Kerkar, Anvita U.; Mishra, R.K.; Sabu, P.; Anilkumar, N.","Hydrodynamics and zooplankton assemblages in Prydz Bay, East Antarctica, during the austral summer of 2017","Regional Studies in Marine Science","","23524855","10.1016/j.rsma.2022.102341","2022","","",0,0,0,0,0,0,0,1,0,0,0,0,0
"6308",2019,"Venkatesan, R.; Atmanand, M.A.; Latha, G.","Indian arctic multisensory moored underwater observatory","Climate Change and the White World","","","10.1007/978-3-030-21679-5_2","2019","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6309",2007,"Veillette, Julie; Juniper, S. Kim; Gooday, Andrew J.; Sarrazin, Jozee","Influence of surface texture and microhabitat heterogeneity in structuring nodule faunal communities","Deep-Sea Research Part I: Oceanographic Research Papers","","09670637","10.1016/j.dsr.2007.06.012","2007","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6310",2015,"Vega-Rodriguez, M.; Muller-Karger, F.E.; Hallock, P.; Quiles-Perez, G.A.; Eakin, C.M.; Colella, M.; Jones, D.L.; Li, J.; Soto, I.; Guild, L.; Lynds, S.; Ruzicka, R.","Influence of water-temperature variability on stony coral diversity in Florida Keys patch reefs","Marine Ecology Progress Series","","01718630","10.3354/meps11268","2015","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6311",2005,"Vetter, Eric W.; Smith, Craig R.","Insights into the ecological effects of deep CO2 enrichment: The impacts of natural CO2 venting at Loihi seamount on deep sea scavengers","Journal of Geophysical Research: Oceans","","21699291","10.1029/2004JC002617","2005","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6312",1991,"Veenstra, John N.; Nolen, Stephen L.","In-Situ sediment oxygen demand in five Southwestern U.S. lakes","Water Research","","00431354","10.1016/0043-1354(91)90016-J","1991","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6313",2021,"Verhaegen, Gerlien; Cimoli, Emiliano; Lindsay, Dhugal","Life beneath the ice: Jellyfish and ctenophores from the Ross Sea, Antarctica, with an imagebased training set for machine learning","Biodiversity Data Journal","","13142828","10.3897/BDJ.9.e69374","2021","","",0,0,0,0,0,0,0,1,0,0,0,0,0
"6314",1998,"Vetter, EW; Dayton, PK","Macrofaunal communities within and adjacent to a detritus-rich submarine canyon system","DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY","","0967-0645","10.1016/S0967-0645(97)00048-9","1998","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6315",2017,"Verma, Audrey; van der Wal, Rene; Fischer, Anke","New technological interventions in conservation conflicts: Countering emotions and contested knowledge","Human Ecology","","03007839","10.1007/s10745-017-9936-z","2017","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6316",2022,"Vecchione, Michael; Bergstad, Odd Aksel","Numerous sublinear sets of holes in sediment on the northern mid-atlantic ridge point to knowledge gaps in understanding mid-ocean ridge ecosystems","Frontiers in Marine Science","","22967745","10.3389/fmars.2022.812915","2022","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6317",2002,"Vermeij, MJA; Delvoye, L; Nieuwland, G; Bak, RPM","Patterns in Fluorescence over a Caribbean Reef Slope: the Coral Genus <i>Madracis</i>","Photosynthetica","","","10.1023/A:1022635327172","2002","","",0,0,0,0,0,0,1,0,0,0,0,0,0
"6318",2023,"Vered, Gal; Shenkar, Noa","Plastic pollution in a coral reef climate refuge: Occurrence of anthropogenic debris, microplastics, and plasticizers in the Gulf of Aqaba","Science of the Total Environment","","00489697","10.1016/j.scitotenv.2023.167791","2023","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6319",2019,"Venera-Ponton, Dagoberto E.; Schmidt, William E.; Fredericq, Suzanne","Population structure of the red macroalga<i> Botryocladia occidentalis</i> (Borgesen) kylin (Rhodymeniaceae, Rhodymeniales) in the gulf of mexico before the deepwater horizon oil spill","Frontiers in Marine Science","","22967745","10.3389/fmars.2019.00652","2019","","",0,0,0,0,0,0,1,0,0,0,0,0,0
"6320",2019,"Veazey, Lindsay; Williams, Olivia; Wade, Rachael; Toonen, Robert; Spalding, Heather L.","Present-day distribution and potential spread of the invasive green alga avrainvillea amadelpha around the main hawaiian islands","Frontiers in Marine Science","","22967745","10.3389/fmars.2019.00402","2019","","",0,0,0,0,0,0,1,0,0,0,0,0,0
"6321",2017,"Venturini, S.; Campodonico, P.; Cappanera, V.; Fanciulli, G.; Vietti, R. Cattaneo","Recreational fisheries in Portofino marine protected area, italy: Some implications for the management","FISHERIES MANAGEMENT AND ECOLOGY","","0969-997X","10.1111/fme.12241","2017","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6322",2014,"Vedachalam, N.; Ramadass, G. A.; Atmanand, M. A.","Reliability centered modeling for development of deep water Human Occupied Vehicles","APPLIED OCEAN RESEARCH","","0141-1187","10.1016/j.apor.2014.03.001","2014","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6323",2014,"Vedachalam, Narayanaswamy; Ramadass, Gidugu Ananada; Atmanand, Malayath Aravindakshan","Review of technological advancements and HSE-based safety model for deep-water human occupied vehicles","Marine Technology Society Journal","","00253324","10.4031/MTSJ.48.3.7","2014","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6324",1995,"Veruggio, Gianmarco; Grassia, Filippo","ROMEO: versatile unmanned underwater vehicle for marine research","Oceans Conference Record (IEEE)","","01977385",NA,"1995","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6325",1970,"Veeh, H.H.; Veevers, J.J.","Sea level at -175 m off the great barrier reef 13,600 to 17,000 year ago","Nature","","00280836","10.1038/226536b0","1970","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6326",2002,"Vecchione, M; Collins, MA; Sweeney, MJ","Systematics, ecology and biology of cirrate octopods: Workshop report","BULLETIN OF MARINE SCIENCE","","0007-4977",NA,"2002","","",0,1,0,0,1,0,0,0,0,0,0,0,0
"6327",2016,"Veazey, Lindsay M.; Franklin, Erik C.; Kelley, Christopher; Rooney, John; Frazer, L. Neil; Toonen, Robert J.","The implementation of rare events logistic regression to predict the distribution of mesophotic hard corals across the main Hawaiian Islands","PeerJ","","21678359","10.7717/peerj.2189","2016","","",0,0,0,0,0,0,1,0,0,0,0,0,0
"6328",2019,"Venegas RM, Oliver T, Liu G, Heron SF, Clark SJ, Pomeroy N, Young C, Eakin CM, Brainard RE","The Rarity of Depth Refugia from Coral Bleaching Heat Stress in the Western and Central Pacific Islands","Scientific Reports","","","10.1038/s41598-019-56232-1","2019","","",0,0,0,0,0,0,1,0,0,0,0,0,0
"6329",1992,"Venec-Peyre, Marie-Therese; Boulegue, Jacques; Lallemand, Serge E.","Vent activity in a subduction area (Nankai wedge): The foraminiferal test records","Earth and Planetary Science Letters","","0012821X","10.1016/0012-821X(92)90102-2","1992","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6330",2019,"Vieira, Fernanda V.; Bastos, Alex C.; Quaresma, Valeria S.; Leite, Marcos D.; Costa, Adeildo; Oliveira, Kyssyanne S.S.; Dalvi, Carol F.; Bahia, Ricardo G.; Holz, Vitoria L.; Moura, Rodrigo L.; Amado Filho, Gilberto M.","Along-shelf changes in mixed carbonate-siliciclastic sedimentation patterns","Continental Shelf Research","","02784343","10.1016/j.csr.2019.103964","2019","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6331",2001,"Vink, L.F.H.","Autonomous underwater vehicle res the NATO SACLANT undersea research","Hydro International","","13854569",NA,"2001","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6332",2023,"Violanti, Donata","Common and rare lower pliocene agglutinated foraminifers of piedmont (northwestern italy): Distribution, taxonomy and paleoenvironment","Rivista Italiana di Paleontologia e Stratigrafia","","00356883","10.54103/2039-4942/19905","2023","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6333",2014,"Villas-Boas, Alexandre B.; Riosmena-Rodriguez, Rafael; de Oliveira Figueiredo, Marcia Abreu","Community structure of rhodolith-forming beds on the central Brazilian continental shelf","Helgoland Marine Research","","14383888","10.1007/s10152-013-0366-z","2014","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6334",2008,"Vishnepolsky, Boris; Managadze, Grigol; Pirtskhalava, Malak","Comparison of the efficiency of evolutionary change-based and side chain orientation-based fold recognition potentials","Proteins: Structure, Function and Genetics","","10970134","10.1002/prot.21871","2008","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6335",2012,"Vishnepolsky, Boris; Pirtskhalava, Malak","CONTSOR - A new knowledge-based fold recognition potential, based on side chain orientation and contacts between residue terminal groups","Protein Science","","1469896X","10.1002/pro.763","2012","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6336",2020,"Vieira, Rui P.; Bett, Brian J.; Jones, Daniel O.B.; Durden, Jennifer M.; Morris, Kirsty J.; Cunha, Marina R.; Trueman, Clive N.; Ruhl, Henry A.","Deep-sea sponge aggregations (Pheronema carpenteri) in the Porcupine Seabight (NE Atlantic) potentially degraded by demersal fishing","Progress in Oceanography","","00796611","10.1016/j.pocean.2019.102189","2020","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6337",2020,"Vikranth, Teppala; Srinivasan, R; Krishna, S.S.V.S Rama; Rajesh, Killampalli","Design and development of remotely operated unmanned surface vehicle for oceanographic studies","2020 Global Oceans 2020: Singapore - U.S. Gulf Coast","","","10.1109/IEEECONF38699.2020.9389023","2020","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6338",2012,"Vishnepolsky, Boris; Managadze, Grigol; Grigolava, Maya; Pirtskhalava, Malak","Evaluation performance of substitution matrices, based on contacts between residue terminal groups","Journal of Biomolecular Structure and Dynamics","","07391102","10.1080/07391102.2012.677769","2012","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6339",2019,"Villinger, H.W.; Muller, P.; Bach, W.; Becker, K.; Orcutt, B.N.; Kaul, N.; Wheat, C.G.","Evidence for low-temperature diffuse venting at north pond, western flank of the mid-atlantic ridge","Geochemistry, Geophysics, Geosystems","","15252027","10.1029/2018GC008113","2019","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6340",2020,"Villamor, Adriana; Signorini, Lorenzo F.; Costantini, Federica; Terzin, Marko; Abbiati, Marco","Evidence of genetic isolation between two Mediterranean morphotypes of <i>Parazoanthus axinellae</i>","Scientific Reports","","20452322","10.1038/s41598-020-70770-z","2020","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6341",2014,"Villas-Boas, Alexandre Bigio; De Souza Tamega, Frederico Tapajos; Andrade, Mauricio; Coutinho, Ricardo; De Oliveira Figueiredo, Marcia Abreu","Experimental effects of sediment burial and light attenuation on two coralline algae of a deep water rhodolith bed in Rio de Janeiro, Brazil","Cryptogamie, Algologie","","01811568","10.7872/crya.v35.iss1.2014.67","2014","","",0,0,0,0,0,0,1,0,0,0,0,0,0
"6342",2016,"Villa-Alfageme, M.; de Soto, F. C.; Ceballos, E.; Giering, S. L. C.; Le Moigne, F. A. C.; Henson, S.; Mas, J. L.; Sanders, R. J.","Geographical, seasonal, and depth variation in sinking particle speeds in the North Atlantic","GEOPHYSICAL RESEARCH LETTERS","","0094-8276","10.1002/2016GL069233","2016","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6343",2010,"Victor, Benjamin C.; Randall, John E.","¡i¿Gramma dejongi¡/i¿, a new bass let (perciformes: Grammatidae) from cuba, a sympatric sibling species of ¡i¿G. loreto¡/i¿","ZOOLOGICAL STUDIES","","1021-5506",NA,"2010","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6344",2008,"Villamizar, E.; Camisotti, H.; Rodriguez, B.; Perez, J.; Romero, M.","Impacts of the 2005 Caribbean bleaching event at archipielago de Los Roques National park, Venezuela","Revista de Biologia Tropical","","00347744",NA,"2008","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6345",2022,"Virissimo, Francisco Melo; Martin, Adrian P.; Henson, Stephanie A.","Influence of seasonal variability in flux attenuation on global organic carbon fluxes and nutrient distributions","GLOBAL BIOGEOCHEMICAL CYCLES","","0886-6236","10.1029/2021GB007101","2022","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6346",2014,"Vieira, R.P.; Cunha, M.R.","In situ observation of chimaerid species in the Gorringe Bank: New distribution records for the north-east Atlantic Ocean","Journal of Fish Biology","","00221112","10.1111/jfb.12444","2014","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6347",2022,"Viladrich, Nuria; Linares, Cristina; Padilla-Gamino, Jacqueline L.","Lethal and sublethal effects of thermal stress on octocorals early life-history stages","Global Change Biology","","1354-1013","10.1111/gcb.16433","2022","","",0,0,0,0,0,0,1,0,0,0,0,0,0
"6348",2023,"Vitelletti, Maria Letizia; Manea, Elisabetta; Bongiorni, Lucia; Ricchi, Antonio; Sangelantoni, Lorenzo; Bonaldo, Davide","Modelling distribution and fate of coralligenous habitat in the Northern Adriatic Sea under a severe climate change scenario","Frontiers in Marine Science","","22967745","10.3389/fmars.2023.1050293","2023","","",0,0,0,0,0,0,1,0,0,0,0,0,0
"6349",2018,"Vincent, Alexander G.; Pascal, Robin W.; Beaton, Alexander D.; Walk, John; Hopkins, Joanne E.; Woodward, E. Malcolm S.; Mowlem, Matthew; Lohan, Maeve C.","Nitrate drawdown during a shelf sea spring bloom revealed using a novel microfluidic in situ chemical sensor deployed within an autonomous underwater glider","Marine Chemistry","","03044203","10.1016/j.marchem.2018.07.005","2018","","",0,0,0,0,0,0,0,1,0,0,0,0,0
"6350",2014,"Villa-Alfageme, M.; De Soto, F.; Le Moigne, F.A.C.; Giering, S.L.C.; Sanders, R.; Garcia-Tenorio, R.","Observations and modeling of slow-sinking particles in the twilight zone","Global Biogeochemical Cycles","","08866236","10.1002/2014GB004981","2014","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6351",2018,"Vidal, Eduard; Hernandez, Juan David; Palomeras, Narcis; Carreras, Marc","Online robotic exploration for autonomous underwater vehicles in unstructured environments","2018 OCEANS - MTS/IEEE Kobe Techno-Oceans, OCEANS - Kobe 2018","","","10.1109/OCEANSKOBE.2018.8559224","2018","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6352",2023,"Villas-Boas, A.B.; Tamega, F.T.S.; Figueiredo, M.A.O.; Coutinho, R.","Photosynthetic responses of crustose coralline algae recruit from an upwelling area to light intensity, temperature and current flow rate in a mesocosm","Marine Environmental Research","","01411136","10.1016/j.marenvres.2023.106118","2023","","",0,0,0,0,0,0,1,0,0,0,0,0,0
"6353",2023,"Vigo, Maria; Navarro, Joan; Aguzzi, Jacopo; Bahamon, Nixon; Garcia, Jose Antonio; Rotllant, Guiomar; Recasens, Laura; Company, Joan B.","ROV-based monitoring of passive ecological recovery in a deep-sea no-take fishery reserve","Science of the Total Environment","","00489697","10.1016/j.scitotenv.2023.163339","2023","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6354",1997,"Vinogradov, M.E.","Some problems of vertical distribution of meso- and macroplankton in the ocean","Advances in Marine Biology","","00652881","10.1016/s0065-2881(08)60015-2","1997","","",0,0,0,0,0,0,0,1,0,0,0,0,0
"6355",2006,"Virgilio, Massimiliano; Airoldi, Laura; Abbiati, Marco","Spatial and temporal variations of assemblages in a Mediterranean coralligenous reef and relationships with surface orientation","Coral Reefs","","07224028","10.1007/s00338-006-0100-2","2006","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6356",2018,"Victorero, Lissette; Robert, Katleen; Robinson, Laura F.; Taylor, Michelle L.; Huvenne, Veerle A. I.","Species replacement dominates megabenthos beta diversity in a remote seamount setting","Scientific Reports","","20452322","10.1038/s41598-018-22296-8","2018","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6357",2023,"Vieira, Fernanda V.; Bastos, Alex C.; Quaresma, Valéria S.","Submerged reef and inter-reef morphology in the Western South Atlantic, Abrolhos shelf (Brazil)","Geomorphology","","0169555X","10.1016/j.geomorph.2023.108917","2023","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6358",2019,"Vihma, Timo; Uotila, Petteri; Sandven, Stein; Pozdnyakov, Dmitry; Makshtas, Alexander; Pelyasov, Alexander; Pirazzini, Roberta; Danielsen, Finn; Chalov, Sergey; Lappalainen, Hanna K.; Ivanov, Vladimir; Frolov, Ivan; Albin, Anna; Cheng, Bin; Dobrolyubov, Sergey; Arkhipkin, Viktor; Myslenkov, Stanislav; Petaja, Tuukka; Kulmala, Markku","Towards an advanced observation system for the marine Arctic in the framework of the Pan-Eurasian Experiment (PEEX)","Atmospheric Chemistry and Physics","","16807316","10.5194/acp-19-1941-2019","2019","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6359",2023,"Vinje, Vetle; Bauck, Marit Stokke; Jiang, Hao; Scholl, Carsten; Edwards, Stephen; Hill, Sarah; Buriola, Federico; Wombell, Richard","Using seismic and CSEM imaging to improve geological understanding of mineralisation along Mohns Ridge","First Break","","02635046","10.3997/1365-2397.fb2023087","2023","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6360",1992,"Vinogradov, M.Y.; Shushkina, E.A.","Vertical distribution of mesoplankton and macroplankton in the central tropical regions of the North Pacific Ocean","Oceanology","","00014370",NA,"1992","","",0,0,0,0,0,0,0,1,0,0,0,0,0
"6361",1985,"Vinogradov, M.E.; Flint, M.V.; Shushkina, E.A.","Vertical distribution of mesoplankton in the open area of the Black Sea","Marine Biology","","14321793","10.1007/BF00392881","1985","","",0,0,0,0,0,0,0,1,0,0,0,0,0
"6362",2003,"Vinogradov, G.M.; Vereshchaka, A.L.; Musaeva, E.I.; Dyakonov, V.Yu.","Vertical zooplankton distribution over the porcupine abyssal plain (Northeast Atlantic) in the summer of 2002","Oceanology","","00014370",NA,"2003","","",0,0,0,0,0,0,0,1,0,0,0,0,0
"6363",2002,"Vinogradov, ME; Vinogradov, GM","Zooplankton of the frontal zone of the Gulf Stream (region of the Newfoundland banks slope)","OCEANOLOGY","","0001-4370",NA,"2002","","",0,0,0,0,0,0,0,1,0,0,0,0,0
"6364",2018,"Vlasenko, Vasiliy; Stashchuk, Nataliya","Tidally induced overflow of the faroese channels bottom water over the wyville thomson ridge","Journal of Geophysical Research: Oceans","","21699275","10.1029/2018JC014365","2018","","",0,0,0,0,1,0,0,0,0,0,0,0,0
